lsoa11cd,index_domain,decile,rank,score,year
E01006136,Health Deprivation and Disability,9,29186,-1.082,2015
E01006136,Income,9,28593,0.047,2015
E01006136,Income Deprivation Affecting Children,9,28451,0.05,2015
E01006136,Income Deprivation Affecting Older People,9,29478,0.059,2015
E01006136,Index of Multiple Deprivation,10,32071,3.052,2015
E01006136,Living Environment,9,28105,6.042,2015
E01006137,Barriers to Housing and Services,3,6606,30.283,2015
E01006137,Crime,10,30309,-1.121,2015
E01006137,"Education, Skills and Training",10,32127,0.929,2015
E01006137,Employment,10,30543,0.038,2015
E01006137,Health Deprivation and Disability,10,30014,-1.203,2015
E01006137,Income,10,31747,0.028,2015
E01006137,Income Deprivation Affecting Children,10,32046,0.023,2015
E01006137,Income Deprivation Affecting Older People,10,31504,0.042,2015
E01006137,Index of Multiple Deprivation,10,30797,4.498,2015
E01006137,Living Environment,10,31087,3.24,2015
E01006138,Barriers to Housing and Services,7,21632,16.118,2015
E01006138,Crime,7,22256,-0.381,2015
E01006138,"Education, Skills and Training",10,29918,2.902,2015
E01006138,Employment,6,17002,0.094,2015
E01006138,Health Deprivation and Disability,6,16493,-0.026,2015
E01006138,Income,6,17711,0.104,2015
E01006138,Income Deprivation Affecting Children,7,22967,0.087,2015
E01006138,Income Deprivation Affecting Older People,5,15961,0.155,2015
E01006138,Index of Multiple Deprivation,8,23238,10.813,2015
E01006138,Living Environment,9,29256,5.024,2015
E01006139,Barriers to Housing and Services,10,30146,8.508,2015
E01006139,Crime,8,26059,-0.673,2015
E01006139,"Education, Skills and Training",10,32708,0.294,2015
E01006139,Employment,10,30957,0.036,2015
E01006139,Health Deprivation and Disability,10,29744,-1.162,2015
E01006139,Income,10,30581,0.037,2015
E01006139,Income Deprivation Affecting Children,10,30858,0.034,2015
E01006139,Income Deprivation Affecting Older People,9,27159,0.073,2015
E01006139,Index of Multiple Deprivation,10,32041,3.09,2015
E01006139,Living Environment,6,16565,17.37,2015
E01006140,Barriers to Housing and Services,5,15680,20.889,2015
E01006140,Crime,9,26546,-0.712,2015
E01006140,"Education, Skills and Training",10,32361,0.717,2015
E01006140,Employment,9,28206,0.048,2015
E01006140,Health Deprivation and Disability,8,23753,-0.541,2015
E01006140,Income,9,26983,0.054,2015
E01006140,Income Deprivation Affecting Children,9,27573,0.056,2015
E01006140,Income Deprivation Affecting Older People,7,21505,0.108,2015
E01006140,Index of Multiple Deprivation,9,29369,5.843,2015
E01006140,Living Environment,7,20170,13.24,2015
E01006141,Barriers to Housing and Services,8,24487,13.837,2015
E01006141,Crime,7,21949,-0.359,2015
E01006141,"Education, Skills and Training",5,14873,18.43,2015
E01006141,Employment,3,8479,0.156,2015
E01006141,Health Deprivation and Disability,4,10618,0.401,2015
E01006141,Income,4,12337,0.151,2015
E01006141,Income Deprivation Affecting Children,5,13840,0.179,2015
E01006141,Income Deprivation Affecting Older People,5,13641,0.179,2015
E01006141,Index of Multiple Deprivation,5,13624,20.798,2015
E01006141,Living Environment,5,14471,20.245,2015
E01006142,Barriers to Housing and Services,4,12357,23.737,2015
E01006142,Crime,4,10972,0.36,2015
E01006142,"Education, Skills and Training",6,17616,14.79,2015
E01006142,Employment,5,13281,0.115,2015
E01006142,Health Deprivation and Disability,4,10932,0.374,2015
E01006142,Income,4,12458,0.15,2015
E01006142,Income Deprivation Affecting Children,5,14184,0.175,2015
E01006142,Income Deprivation Affecting Older People,3,9324,0.235,2015
E01006142,Index of Multiple Deprivation,5,13875,20.448,2015
E01006142,Living Environment,6,17042,16.734,2015
E01006143,Barriers to Housing and Services,3,8821,27.389,2015
E01006143,Crime,7,21850,-0.353,2015
E01006143,"Education, Skills and Training",10,30847,2.102,2015
E01006143,Employment,5,15230,0.103,2015
E01006143,Health Deprivation and Disability,6,18524,-0.163,2015
E01006143,Income,6,19441,0.093,2015
E01006143,Income Deprivation Affecting Children,8,24907,0.073,2015
E01006143,Income Deprivation Affecting Older People,7,20432,0.116,2015
E01006143,Index of Multiple Deprivation,6,18204,15.437,2015
E01006143,Living Environment,3,6576,34.954,2015
E01006144,Barriers to Housing and Services,3,9486,26.616,2015
E01006144,Crime,3,8907,0.509,2015
E01006144,"Education, Skills and Training",4,11693,23.393,2015
E01006144,Employment,1,2847,0.241,2015
E01006144,Health Deprivation and Disability,1,3222,1.172,2015
E01006144,Income,1,2639,0.32,2015
E01006144,Income Deprivation Affecting Children,1,1961,0.434,2015
E01006144,Income Deprivation Affecting Older People,2,3618,0.358,2015
E01006144,Index of Multiple Deprivation,2,3854,42.245,2015
E01006144,Living Environment,3,9393,28.57,2015
E01006145,Barriers to Housing and Services,7,20827,16.746,2015
E01006145,Crime,7,22129,-0.371,2015
E01006145,"Education, Skills and Training",4,9967,26.839,2015
E01006145,Employment,2,4511,0.208,2015
E01006145,Health Deprivation and Disability,3,7038,0.708,2015
E01006145,Income,2,5247,0.254,2015
E01006145,Income Deprivation Affecting Children,3,8212,0.27,2015
E01006145,Income Deprivation Affecting Older People,2,4333,0.337,2015
E01006145,Index of Multiple Deprivation,3,8060,30.373,2015
E01006145,Living Environment,6,17617,16.064,2015
E01006146,Barriers to Housing and Services,9,27991,10.755,2015
E01006146,Crime,4,12101,0.287,2015
E01006146,"Education, Skills and Training",8,23614,8.322,2015
E01006146,Employment,5,15083,0.104,2015
E01006146,Health Deprivation and Disability,5,15055,0.071,2015
E01006146,Income,5,14115,0.134,2015
E01006146,Income Deprivation Affecting Children,6,16861,0.143,2015
E01006146,Income Deprivation Affecting Older People,5,13146,0.185,2015
E01006146,Index of Multiple Deprivation,6,17786,15.843,2015
E01006146,Living Environment,5,13912,21.069,2015
E01006147,Barriers to Housing and Services,10,30421,8.093,2015
E01006147,Crime,10,29889,-1.066,2015
E01006147,"Education, Skills and Training",10,31096,1.887,2015
E01006147,Employment,9,26509,0.055,2015
E01006147,Health Deprivation and Disability,8,23383,-0.512,2015
E01006147,Income,10,31099,0.033,2015
E01006147,Income Deprivation Affecting Children,10,32459,0.017,2015
E01006147,Income Deprivation Affecting Older People,9,26703,0.076,2015
E01006147,Index of Multiple Deprivation,10,31359,3.925,2015
E01006147,Living Environment,7,20564,12.828,2015
E01006148,Barriers to Housing and Services,8,25235,13.205,2015
E01006148,Crime,10,31736,-1.416,2015
E01006148,"Education, Skills and Training",10,31698,1.334,2015
E01006148,Employment,7,22083,0.071,2015
E01006148,Health Deprivation and Disability,6,19102,-0.199,2015
E01006148,Income,9,26365,0.057,2015
E01006148,Income Deprivation Affecting Children,9,27842,0.054,2015
E01006148,Income Deprivation Affecting Older People,9,27545,0.071,2015
E01006148,Index of Multiple Deprivation,9,27857,7.106,2015
E01006148,Living Environment,5,15528,18.804,2015
E01006149,Barriers to Housing and Services,10,30991,7.226,2015
E01006149,Crime,8,24141,-0.521,2015
E01006149,"Education, Skills and Training",10,31650,1.379,2015
E01006149,Employment,7,22816,0.069,2015
E01006149,Health Deprivation and Disability,6,19486,-0.225,2015
E01006149,Income,7,22818,0.074,2015
E01006149,Income Deprivation Affecting Children,9,28953,0.047,2015
E01006149,Income Deprivation Affecting Older People,5,14737,0.167,2015
E01006149,Index of Multiple Deprivation,9,26563,8.147,2015
E01006149,Living Environment,4,12900,22.595,2015
E01006150,Barriers to Housing and Services,10,30387,8.14,2015
E01006150,Crime,9,28346,-0.885,2015
E01006150,"Education, Skills and Training",10,31388,1.621,2015
E01006150,Employment,6,19199,0.083,2015
E01006150,Health Deprivation and Disability,6,18979,-0.191,2015
E01006150,Income,7,20007,0.089,2015
E01006150,Income Deprivation Affecting Children,8,24730,0.074,2015
E01006150,Income Deprivation Affecting Older People,6,18318,0.132,2015
E01006150,Index of Multiple Deprivation,8,24623,9.664,2015
E01006150,Living Environment,4,11907,24.182,2015
E01006151,Barriers to Housing and Services,8,24117,14.147,2015
E01006151,Crime,8,24199,-0.525,2015
E01006151,"Education, Skills and Training",10,31628,1.4,2015
E01006151,Employment,10,30179,0.04,2015
E01006151,Health Deprivation and Disability,8,24668,-0.614,2015
E01006151,Income,10,31935,0.027,2015
E01006151,Income Deprivation Affecting Children,10,32699,0.011,2015
E01006151,Income Deprivation Affecting Older People,10,30899,0.048,2015
E01006151,Index of Multiple Deprivation,10,31562,3.699,2015
E01006151,Living Environment,7,22062,11.371,2015
E01006152,Barriers to Housing and Services,9,28677,10.125,2015
E01006152,Crime,10,30877,-1.212,2015
E01006152,"Education, Skills and Training",10,31062,1.921,2015
E01006152,Employment,10,31578,0.032,2015
E01006152,Health Deprivation and Disability,9,28947,-1.048,2015
E01006152,Income,10,31924,0.027,2015
E01006152,Income Deprivation Affecting Children,10,32018,0.023,2015
E01006152,Income Deprivation Affecting Older People,10,30834,0.049,2015
E01006152,Index of Multiple Deprivation,10,32769,1.471,2015
E01006152,Living Environment,10,30589,3.75,2015
E01006153,Barriers to Housing and Services,9,27802,10.908,2015
E01006153,Crime,9,27162,-0.769,2015
E01006153,"Education, Skills and Training",10,31013,1.962,2015
E01006153,Employment,9,26379,0.055,2015
E01006153,Health Deprivation and Disability,8,23968,-0.556,2015
E01006153,Income,9,27098,0.053,2015
E01006153,Income Deprivation Affecting Children,9,28907,0.048,2015
E01006153,Income Deprivation Affecting Older People,8,25305,0.084,2015
E01006153,Index of Multiple Deprivation,10,31068,4.219,2015
E01006153,Living Environment,9,29474,4.807,2015
E01006154,Barriers to Housing and Services,10,31113,7.026,2015
E01006154,Crime,8,25165,-0.598,2015
E01006154,"Education, Skills and Training",10,31671,1.362,2015
E01006154,Employment,9,26639,0.054,2015
E01006154,Health Deprivation and Disability,6,18007,-0.126,2015
E01006154,Income,9,28131,0.049,2015
E01006154,Income Deprivation Affecting Children,10,31417,0.029,2015
E01006154,Income Deprivation Affecting Older People,6,18945,0.127,2015
E01006154,Index of Multiple Deprivation,9,29004,6.149,2015
E01006154,Living Environment,5,14818,19.79,2015
E01006155,Barriers to Housing and Services,6,17779,19.231,2015
E01006155,Crime,6,16913,-0.023,2015
E01006155,"Education, Skills and Training",7,20896,11.033,2015
E01006155,Employment,6,19402,0.082,2015
E01006155,Health Deprivation and Disability,5,15335,0.054,2015
E01006155,Income,8,23608,0.07,2015
E01006155,Income Deprivation Affecting Children,8,24022,0.079,2015
E01006155,Income Deprivation Affecting Older People,7,21091,0.111,2015
E01006155,Index of Multiple Deprivation,7,21128,12.577,2015
E01006155,Living Environment,5,13701,21.388,2015
E01006156,Barriers to Housing and Services,8,25495,12.968,2015
E01006156,Crime,5,15275,0.082,2015
E01006156,"Education, Skills and Training",5,16069,16.732,2015
E01006156,Employment,3,7885,0.162,2015
E01006156,Health Deprivation and Disability,5,14741,0.094,2015
E01006156,Income,4,10250,0.174,2015
E01006156,Income Deprivation Affecting Children,4,12359,0.201,2015
E01006156,Income Deprivation Affecting Older People,6,17253,0.142,2015
E01006156,Index of Multiple Deprivation,5,13477,20.988,2015
E01006156,Living Environment,6,18795,14.71,2015
E01006157,Barriers to Housing and Services,9,28807,9.996,2015
E01006157,Crime,8,24963,-0.583,2015
E01006157,"Education, Skills and Training",4,12952,21.203,2015
E01006157,Employment,5,15332,0.102,2015
E01006157,Health Deprivation and Disability,5,14686,0.097,2015
E01006157,Income,6,17584,0.105,2015
E01006157,Income Deprivation Affecting Children,5,15871,0.154,2015
E01006157,Income Deprivation Affecting Older People,8,25127,0.085,2015
E01006157,Index of Multiple Deprivation,6,18357,15.28,2015
E01006157,Living Environment,4,12015,23.982,2015
E01006158,Barriers to Housing and Services,8,24610,13.731,2015
E01006158,Crime,7,21305,-0.316,2015
E01006158,"Education, Skills and Training",4,11907,23.022,2015
E01006158,Employment,3,7068,0.172,2015
E01006158,Health Deprivation and Disability,3,6858,0.724,2015
E01006158,Income,3,8766,0.194,2015
E01006158,Income Deprivation Affecting Children,3,9827,0.24,2015
E01006158,Income Deprivation Affecting Older People,4,10171,0.223,2015
E01006158,Index of Multiple Deprivation,4,10679,25.337,2015
E01006158,Living Environment,5,14927,19.618,2015
E01006159,Barriers to Housing and Services,7,19794,17.608,2015
E01006159,Crime,6,18064,-0.101,2015
E01006159,"Education, Skills and Training",3,8511,30.179,2015
E01006159,Employment,2,5795,0.188,2015
E01006159,Health Deprivation and Disability,2,5206,0.899,2015
E01006159,Income,3,6783,0.225,2015
E01006159,Income Deprivation Affecting Children,3,9028,0.254,2015
E01006159,Income Deprivation Affecting Older People,3,9360,0.234,2015
E01006159,Index of Multiple Deprivation,3,8132,30.245,2015
E01006159,Living Environment,5,14306,20.484,2015
E01006160,Barriers to Housing and Services,8,23290,14.819,2015
E01006160,Crime,5,13525,0.197,2015
E01006160,"Education, Skills and Training",9,29345,3.37,2015
E01006160,Employment,5,14047,0.111,2015
E01006160,Health Deprivation and Disability,3,9712,0.473,2015
E01006160,Income,4,12607,0.148,2015
E01006160,Income Deprivation Affecting Children,7,22280,0.092,2015
E01006160,Income Deprivation Affecting Older People,2,4001,0.346,2015
E01006160,Index of Multiple Deprivation,5,15341,18.664,2015
E01006160,Living Environment,3,8184,31.119,2015
E01006161,Barriers to Housing and Services,8,23843,14.357,2015
E01006161,Crime,5,16411,0.007,2015
E01006161,"Education, Skills and Training",10,32571,0.469,2015
E01006161,Employment,8,26177,0.056,2015
E01006161,Health Deprivation and Disability,6,19424,-0.221,2015
E01006161,Income,9,26840,0.055,2015
E01006161,Income Deprivation Affecting Children,9,29109,0.046,2015
E01006161,Income Deprivation Affecting Older People,8,24701,0.088,2015
E01006161,Index of Multiple Deprivation,8,23236,10.815,2015
E01006161,Living Environment,1,2990,46.473,2015
E01006162,Barriers to Housing and Services,9,28218,10.54,2015
E01006162,Crime,7,22619,-0.404,2015
E01006162,"Education, Skills and Training",10,32584,0.441,2015
E01006162,Employment,9,28440,0.047,2015
E01006162,Health Deprivation and Disability,8,25371,-0.67,2015
E01006162,Income,10,30342,0.038,2015
E01006162,Income Deprivation Affecting Children,10,32274,0.019,2015
E01006162,Income Deprivation Affecting Older People,8,25140,0.085,2015
E01006162,Index of Multiple Deprivation,9,29116,6.058,2015
E01006162,Living Environment,3,7763,32.051,2015
E01006163,Barriers to Housing and Services,9,27769,10.943,2015
E01006163,Crime,8,24372,-0.538,2015
E01006163,"Education, Skills and Training",10,30934,2.028,2015
E01006163,Employment,9,29091,0.045,2015
E01006163,Health Deprivation and Disability,8,23215,-0.498,2015
E01006163,Income,9,27807,0.05,2015
E01006163,Income Deprivation Affecting Children,8,24048,0.079,2015
E01006163,Income Deprivation Affecting Older People,7,22162,0.104,2015
E01006163,Index of Multiple Deprivation,9,28738,6.367,2015
E01006163,Living Environment,3,9119,29.09,2015
E01006164,Barriers to Housing and Services,7,20455,17.054,2015
E01006164,Crime,4,11426,0.332,2015
E01006164,"Education, Skills and Training",10,30246,2.607,2015
E01006164,Employment,7,22480,0.07,2015
E01006164,Health Deprivation and Disability,7,21079,-0.338,2015
E01006164,Income,8,23696,0.069,2015
E01006164,Income Deprivation Affecting Children,9,28906,0.048,2015
E01006164,Income Deprivation Affecting Older People,7,19834,0.12,2015
E01006164,Index of Multiple Deprivation,8,24111,10.08,2015
E01006164,Living Environment,5,14785,19.844,2015
E01006165,Barriers to Housing and Services,8,23991,14.252,2015
E01006165,Crime,8,25886,-0.658,2015
E01006165,"Education, Skills and Training",9,29299,3.41,2015
E01006165,Employment,6,18210,0.088,2015
E01006165,Health Deprivation and Disability,5,14133,0.137,2015
E01006165,Income,5,16404,0.114,2015
E01006165,Income Deprivation Affecting Children,5,15332,0.161,2015
E01006165,Income Deprivation Affecting Older People,3,7732,0.262,2015
E01006165,Index of Multiple Deprivation,7,19983,13.653,2015
E01006165,Living Environment,3,7573,32.496,2015
E01006166,Barriers to Housing and Services,9,28086,10.661,2015
E01006166,Crime,7,21482,-0.329,2015
E01006166,"Education, Skills and Training",6,16695,15.983,2015
E01006166,Employment,4,11779,0.126,2015
E01006166,Health Deprivation and Disability,4,10523,0.407,2015
E01006166,Income,5,13373,0.141,2015
E01006166,Income Deprivation Affecting Children,5,13969,0.177,2015
E01006166,Income Deprivation Affecting Older People,4,11523,0.204,2015
E01006166,Index of Multiple Deprivation,6,17108,16.605,2015
E01006166,Living Environment,10,30951,3.378,2015
E01006167,Barriers to Housing and Services,3,8746,27.482,2015
E01006167,Crime,7,22609,-0.403,2015
E01006167,"Education, Skills and Training",3,9258,28.354,2015
E01006167,Employment,1,1342,0.286,2015
E01006167,Health Deprivation and Disability,1,1633,1.503,2015
E01006167,Income,1,2997,0.309,2015
E01006167,Income Deprivation Affecting Children,2,5643,0.323,2015
E01006167,Income Deprivation Affecting Older People,2,3368,0.366,2015
E01006167,Index of Multiple Deprivation,2,3630,43.091,2015
E01006167,Living Environment,10,30729,3.608,2015
E01006168,Barriers to Housing and Services,2,4071,34.894,2015
E01006168,Crime,4,12964,0.232,2015
E01006168,"Education, Skills and Training",2,4815,41.996,2015
E01006168,Employment,1,1546,0.279,2015
E01006168,Health Deprivation and Disability,1,2159,1.373,2015
E01006168,Income,1,1580,0.358,2015
E01006168,Income Deprivation Affecting Children,1,2884,0.399,2015
E01006168,Income Deprivation Affecting Older People,1,1648,0.439,2015
E01006168,Index of Multiple Deprivation,1,2364,49.227,2015
E01006168,Living Environment,10,29951,4.384,2015
E01006169,Barriers to Housing and Services,10,32231,4.637,2015
E01006169,Crime,9,28921,-0.948,2015
E01006169,"Education, Skills and Training",8,24197,7.777,2015
E01006169,Employment,6,17684,0.09,2015
E01006169,Health Deprivation and Disability,6,18177,-0.138,2015
E01006169,Income,6,19636,0.091,2015
E01006169,Income Deprivation Affecting Children,7,21614,0.098,2015
E01006169,Income Deprivation Affecting Older People,6,19310,0.124,2015
E01006169,Index of Multiple Deprivation,8,24652,9.638,2015
E01006169,Living Environment,7,22185,11.261,2015
E01006170,Barriers to Housing and Services,10,31268,6.779,2015
E01006170,Crime,8,25645,-0.638,2015
E01006170,"Education, Skills and Training",9,28082,4.39,2015
E01006170,Employment,7,21839,0.072,2015
E01006170,Health Deprivation and Disability,6,17326,-0.08,2015
E01006170,Income,7,19888,0.09,2015
E01006170,Income Deprivation Affecting Children,8,23583,0.082,2015
E01006170,Income Deprivation Affecting Older People,5,14048,0.174,2015
E01006170,Index of Multiple Deprivation,8,25388,9.049,2015
E01006170,Living Environment,6,17172,16.597,2015
E01006171,Barriers to Housing and Services,8,23829,14.366,2015
E01006171,Crime,8,24366,-0.538,2015
E01006171,"Education, Skills and Training",3,8122,31.19,2015
E01006171,Employment,2,5055,0.2,2015
E01006171,Health Deprivation and Disability,2,5191,0.901,2015
E01006171,Income,3,7340,0.216,2015
E01006171,Income Deprivation Affecting Children,4,11915,0.207,2015
E01006171,Income Deprivation Affecting Older People,2,6370,0.289,2015
E01006171,Index of Multiple Deprivation,3,8409,29.625,2015
E01006171,Living Environment,5,14446,20.277,2015
E01006172,Barriers to Housing and Services,10,30691,7.687,2015
E01006172,Crime,10,30175,-1.104,2015
E01006172,"Education, Skills and Training",9,27153,5.171,2015
E01006172,Employment,6,17935,0.089,2015
E01006172,Health Deprivation and Disability,6,18213,-0.14,2015
E01006172,Income,8,23576,0.07,2015
E01006172,Income Deprivation Affecting Children,9,29142,0.046,2015
E01006172,Income Deprivation Affecting Older People,7,21438,0.109,2015
E01006172,Index of Multiple Deprivation,9,26933,7.845,2015
E01006172,Living Environment,9,27477,6.592,2015
E01006173,Barriers to Housing and Services,10,32417,4.028,2015
E01006173,Crime,6,18425,-0.123,2015
E01006173,"Education, Skills and Training",9,27505,4.874,2015
E01006173,Employment,8,24273,0.063,2015
E01006173,Health Deprivation and Disability,5,16390,-0.018,2015
E01006173,Income,9,28783,0.046,2015
E01006173,Income Deprivation Affecting Children,10,32408,0.018,2015
E01006173,Income Deprivation Affecting Older People,8,24154,0.091,2015
E01006173,Index of Multiple Deprivation,9,27477,7.411,2015
E01006173,Living Environment,6,17764,15.895,2015
E01006174,Barriers to Housing and Services,10,32261,4.548,2015
E01006174,Crime,8,25761,-0.648,2015
E01006174,"Education, Skills and Training",10,31623,1.407,2015
E01006174,Employment,6,18914,0.084,2015
E01006174,Health Deprivation and Disability,6,18970,-0.19,2015
E01006174,Income,8,25051,0.063,2015
E01006174,Income Deprivation Affecting Children,9,29502,0.043,2015
E01006174,Income Deprivation Affecting Older People,9,28631,0.065,2015
E01006174,Index of Multiple Deprivation,8,25518,8.948,2015
E01006174,Living Environment,4,10315,26.857,2015
E01006175,Barriers to Housing and Services,7,19920,17.491,2015
E01006175,Crime,4,12574,0.257,2015
E01006175,"Education, Skills and Training",2,6403,36.313,2015
E01006175,Employment,2,3571,0.226,2015
E01006175,Health Deprivation and Disability,2,3840,1.08,2015
E01006175,Income,1,2755,0.317,2015
E01006175,Income Deprivation Affecting Children,1,1292,0.467,2015
E01006175,Income Deprivation Affecting Older People,2,5475,0.309,2015
E01006175,Index of Multiple Deprivation,2,4647,39.514,2015
E01006175,Living Environment,4,12297,23.526,2015
E01006176,Barriers to Housing and Services,10,30041,8.639,2015
E01006176,Crime,5,14992,0.101,2015
E01006176,"Education, Skills and Training",7,20835,11.096,2015
E01006176,Employment,6,17937,0.089,2015
E01006176,Health Deprivation and Disability,5,15955,0.011,2015
E01006176,Income,7,20609,0.086,2015
E01006176,Income Deprivation Affecting Children,8,24528,0.076,2015
E01006176,Income Deprivation Affecting Older People,6,17642,0.138,2015
E01006176,Index of Multiple Deprivation,7,22244,11.62,2015
E01006176,Living Environment,8,23016,10.487,2015
E01006177,Barriers to Housing and Services,6,17012,19.855,2015
E01006177,Crime,5,13694,0.185,2015
E01006177,"Education, Skills and Training",3,7990,31.502,2015
E01006177,Employment,2,6135,0.183,2015
E01006177,Health Deprivation and Disability,3,8489,0.578,2015
E01006177,Income,2,4963,0.261,2015
E01006177,Income Deprivation Affecting Children,2,4875,0.342,2015
E01006177,Income Deprivation Affecting Older People,3,7124,0.274,2015
E01006177,Index of Multiple Deprivation,3,8225,30.035,2015
E01006177,Living Environment,8,24151,9.443,2015
E01006178,Barriers to Housing and Services,10,32036,5.247,2015
E01006178,Crime,8,23699,-0.485,2015
E01006178,"Education, Skills and Training",10,29798,2.999,2015
E01006178,Employment,8,25036,0.06,2015
E01006178,Health Deprivation and Disability,7,22988,-0.48,2015
E01006178,Income,9,26553,0.056,2015
E01006178,Income Deprivation Affecting Children,9,29121,0.046,2015
E01006178,Income Deprivation Affecting Older People,7,22460,0.102,2015
E01006178,Index of Multiple Deprivation,9,27914,7.045,2015
E01006178,Living Environment,4,10170,27.11,2015
E01006179,Barriers to Housing and Services,6,16886,19.945,2015
E01006179,Crime,6,18891,-0.152,2015
E01006179,"Education, Skills and Training",6,17669,14.709,2015
E01006179,Employment,2,5461,0.193,2015
E01006179,Health Deprivation and Disability,3,7102,0.702,2015
E01006179,Income,3,7989,0.205,2015
E01006179,Income Deprivation Affecting Children,3,8107,0.272,2015
E01006179,Income Deprivation Affecting Older People,3,7991,0.257,2015
E01006179,Index of Multiple Deprivation,3,9697,27.037,2015
E01006179,Living Environment,5,13257,22.065,2015
E01006180,Barriers to Housing and Services,8,25807,12.708,2015
E01006180,Crime,6,17282,-0.047,2015
E01006180,"Education, Skills and Training",7,20022,11.996,2015
E01006180,Employment,5,14288,0.109,2015
E01006180,Health Deprivation and Disability,4,11082,0.362,2015
E01006180,Income,4,12799,0.146,2015
E01006180,Income Deprivation Affecting Children,5,13978,0.177,2015
E01006180,Income Deprivation Affecting Older People,3,8886,0.242,2015
E01006180,Index of Multiple Deprivation,5,15030,19.019,2015
E01006180,Living Environment,2,6490,35.14,2015
E01006181,Barriers to Housing and Services,8,25197,13.244,2015
E01006181,Crime,6,16562,-0.002,2015
E01006181,"Education, Skills and Training",6,19593,12.472,2015
E01006181,Employment,3,9703,0.143,2015
E01006181,Health Deprivation and Disability,3,7304,0.684,2015
E01006181,Income,4,12533,0.149,2015
E01006181,Income Deprivation Affecting Children,6,17112,0.14,2015
E01006181,Income Deprivation Affecting Older People,4,11471,0.205,2015
E01006181,Index of Multiple Deprivation,5,13173,21.391,2015
E01006181,Living Environment,4,11169,25.362,2015
E01006182,Barriers to Housing and Services,10,31087,7.059,2015
E01006182,Crime,6,17341,-0.05,2015
E01006182,"Education, Skills and Training",7,19992,12.036,2015
E01006182,Employment,6,19323,0.083,2015
E01006182,Health Deprivation and Disability,6,18438,-0.156,2015
E01006182,Income,6,18457,0.099,2015
E01006182,Income Deprivation Affecting Children,6,17304,0.138,2015
E01006182,Income Deprivation Affecting Older People,6,17416,0.141,2015
E01006182,Index of Multiple Deprivation,7,22610,11.322,2015
E01006182,Living Environment,7,20839,12.556,2015
E01006183,Barriers to Housing and Services,9,28609,10.194,2015
E01006183,Crime,7,21916,-0.356,2015
E01006183,"Education, Skills and Training",8,25032,7.024,2015
E01006183,Employment,6,17445,0.091,2015
E01006183,Health Deprivation and Disability,8,23027,-0.482,2015
E01006183,Income,7,21977,0.078,2015
E01006183,Income Deprivation Affecting Children,8,24188,0.078,2015
E01006183,Income Deprivation Affecting Older People,8,23793,0.093,2015
E01006183,Index of Multiple Deprivation,8,24252,9.982,2015
E01006183,Living Environment,5,14884,19.695,2015
E01006184,Barriers to Housing and Services,4,12238,23.841,2015
E01006184,Crime,7,22828,-0.42,2015
E01006184,"Education, Skills and Training",5,13213,20.796,2015
E01006184,Employment,3,9497,0.145,2015
E01006184,Health Deprivation and Disability,5,14908,0.082,2015
E01006184,Income,4,12240,0.152,2015
E01006184,Income Deprivation Affecting Children,4,12557,0.198,2015
E01006184,Income Deprivation Affecting Older People,5,13657,0.179,2015
E01006184,Index of Multiple Deprivation,5,13857,20.478,2015
E01006184,Living Environment,6,18415,15.132,2015
E01006185,Barriers to Housing and Services,4,12069,24.002,2015
E01006185,Crime,3,7545,0.61,2015
E01006185,"Education, Skills and Training",3,9351,28.138,2015
E01006185,Employment,1,3063,0.236,2015
E01006185,Health Deprivation and Disability,1,2761,1.256,2015
E01006185,Income,2,4031,0.283,2015
E01006185,Income Deprivation Affecting Children,2,4998,0.339,2015
E01006185,Income Deprivation Affecting Older People,1,2099,0.417,2015
E01006185,Index of Multiple Deprivation,2,3669,42.948,2015
E01006185,Living Environment,2,3353,44.916,2015
E01006186,Barriers to Housing and Services,6,17690,19.301,2015
E01006186,Crime,7,22893,-0.426,2015
E01006186,"Education, Skills and Training",5,15157,17.998,2015
E01006186,Employment,3,9607,0.144,2015
E01006186,Health Deprivation and Disability,3,8136,0.609,2015
E01006186,Income,3,9324,0.186,2015
E01006186,Income Deprivation Affecting Children,4,11082,0.22,2015
E01006186,Income Deprivation Affecting Older People,2,4921,0.322,2015
E01006186,Index of Multiple Deprivation,4,11205,24.39,2015
E01006186,Living Environment,3,6997,33.904,2015
E01006187,Barriers to Housing and Services,9,27608,11.099,2015
E01006187,Crime,7,19735,-0.209,2015
E01006187,"Education, Skills and Training",5,15554,17.452,2015
E01006187,Employment,3,8878,0.151,2015
E01006187,Health Deprivation and Disability,4,10481,0.411,2015
E01006187,Income,4,10461,0.172,2015
E01006187,Income Deprivation Affecting Children,3,9834,0.24,2015
E01006187,Income Deprivation Affecting Older People,5,13413,0.182,2015
E01006187,Index of Multiple Deprivation,4,10928,24.911,2015
E01006187,Living Environment,1,2284,49.957,2015
E01006188,Barriers to Housing and Services,6,17651,19.333,2015
E01006188,Crime,8,26109,-0.676,2015
E01006188,"Education, Skills and Training",7,19922,12.115,2015
E01006188,Employment,3,9563,0.145,2015
E01006188,Health Deprivation and Disability,4,12525,0.253,2015
E01006188,Income,3,7567,0.212,2015
E01006188,Income Deprivation Affecting Children,4,11810,0.209,2015
E01006188,Income Deprivation Affecting Older People,1,1709,0.435,2015
E01006188,Index of Multiple Deprivation,4,12900,21.748,2015
E01006188,Living Environment,5,13261,22.062,2015
